20160412	GOT7 (갓세븐)	HOME RUN	male	댄스	61	박지연,Daniel Kim,JB (GOT7)	박지연,Daniel Kim,JB (GOT7)	JYP 엔터테인먼트	미스테리한 너의 신호에 Missed it 난 자꾸 헛스윙 해 Ooh ooh baby Ooh ooh baby 어디로 튈지 모르겠어 넌 변화구처럼 어려워 Ooh ooh baby Ooh ooh baby 모든 감각이 살아나 민감해졌어 니가 날 안받아줄까 걱정이 되서 정신을 집중해 니 말 한마디에 One last chance 손과 발엔 It's all sweat 1 2 Strike 놓친다면 이젠 Game over 빈틈 보이는 기회를 노려 손 끝 짜릿한 느낌이 왔어 It's alright 넘어오는 니 맘이 보여 Oh yes 이제부터 You're my girl 넘어온다 Home Run Home Run 널 향한 내 맘 이건 내 대답 노력한 만큼 보답을 해줘 제발 Home Run Home Run 너 와나 꿈만 같아 딱 좋아 I feel so fly 난 들어가게 됐어 너의 Strike zone에 저기 치어리던 신경 안 써 너만 보이네 나 아웃 될까봐 이젠 겁내지 않아 돌직구로 말할게 I want you Be my babe 오래 걸렸어 너에게 나 다가가기까지 조심스러웠어 너와 어색해 질까 봐 1 2 Strike 놓친다면 이젠 Game over 빈틈 보이는 기회를 노려 손 끝 짜릿한 느낌이 왔어 It's alright 넘어오는 니 맘이 보여 Oh yes 이제부터 You're my girl 넘어온다 Home Run Home Run 널 향한 내 맘 이건 내 대답 노력한 만큼 보답을 해줘 제발 Home Run Home Run 너 와나 꿈만 같아 딱 좋아 I feel so fly 농담 같은 너의 말들 받아쳐야 할지 무심한 척 다음 사인 기다려야 할지 끝나지 않던 신경전도 이젠 끝이지 남자라면 정면승부가 답이지 니가 만날 수 있는 에이스 That's me 애지중지해 넌 나의 최고의 트로피 어깨 힘 들어가 나만의 자랑거리 더 붙을 필요 없어 우리 둘 사인 1 2 Strike 놓친다면 이젠 Game over 빈틈 보이는 기회를 노려 손 끝 짜릿한 느낌이 왔어 It's alright 넘어오는 니 맘이 보여 Oh yes 이제부터 You're my girl 넘어온다 Home Run Home Run 널 향한 내 맘 이건 내 대답 노력한 만큼 보답을 해줘 제발 Home Run Home Run 너 와나 꿈만 같아 딱 좋아 I feel so fly 
20160321	GOT7 (갓세븐)	Fly	male	댄스	9	변방의 킥소리,earattack	5$,변방의 킥소리,오브로스,earattack	JYP 엔터테인먼트	Oh ohh I wanna fly baby fly with you aye 넌 행복하니 난 행복해 yeah 눈 뜨는 아침 마다 난 매일 꿈같아 눈부신 햇살이 다 날 위한 것만 같아 오늘도 나의 하루가 어김없이 너로 시작돼 밤에 잠은 잘자니 난 가끔 현실이 믿기지 않아 잠에서 깨 무슨 말인지 알지 가끔씩 두려웠지 정신없이 달려오니 다시 난 너의 품 속 넌 나의 위로 난 매일 기도 하고있어 하고있어 넌 나의 위로 저 하늘 위로 그 위로 날고 싶어 싶어 Let me hear u say We're gonna fly fly 널 안고 날아가볼래 넌 나와 함께 가줄래 girl We're gonna fly fly 너와 나의 꿈은 여기에 내 가슴에 다시 활활 타 girl Fly Fly 우리 시간은 마치 소나기와 태양이 교차 되는 일 Fly Fly 터널을 벗어 날 때 쯤 환하게 널 비춰 주는 일 니가 사랑받는게 뭐가 그렇게 겁나 니 옆엔 내가 있는데 뭐가 두려워 겁이나 우리 사랑은 평범한데 그 가치는 잴 수 없네 you hear me 마치 하늘을 날고 있지만 뚝 떨어질 것 같은 기분 하지만 더 올라갈래 그대로 더 높이 직진할래 어차피 가봐야 끝을 볼테니 날 놓치 말고 꽉 잡아줄래 심장을 뜨겁게 가열할게 널 위해 모든걸 불태울게 수많은 별들 한가운데에서도 넌 넌 넌 나의 품속 넌 나의 위로 난 매일 기도 하고있어 하고있어 넌 나의 위로 저 하늘 위로 그 위로 날고 싶어 싶어 Let me hear u say We're gonna fly fly 널 안고 날아가볼래 넌 나와 함께 가줄래 girl We're gonna fly fly 너와 나의 꿈은 여기에 내 가슴에 다시 활활 타 girl oh oh oh oh oh I just wanna be I just wanna be with you I just wanna be with you oh oh oh oh oh I just wanna be I just wanna be with you I just wanna be with you We're gonna fly fly 널 안고 날아가볼래 넌 나와 함께 가줄래 girl We're gonna fly fly 너와 나의 꿈은 여기에 내 가슴에 다시 활활 타 girl Fly Fly 우리 시간은 마치 소나기와 태양이 교차 되는 일 Fly Fly 터널을 벗어 날 때 쯤 환하게 널 비춰 주는 일 
20151123	GOT7 (갓세븐)	고백송	male	R&B/Soul	33	잭슨 (GOT7),크루셜스타 (Crucial Star),박진영	이토요,박진영	JYP 엔터테인먼트	수백 번 성공한적 없는 고백 자신감이 없는 나 Should I just go back 반드시 고백한다 말만 하면 뭐해 In the end 니 앞에서 들 수 없는 나의 고개 난 니가 좋아 이 말이 도대체 왜 어려운지 말 하려다 말려다 말 하려다 말려다 편지를 써서 주는 것 마저도 왜 힘이 들지 썼다가 또 찢었다 썼다가 또 찢었다 너의 마음이 나와 달라 너를 두 번 다신 못 볼까 봐 그게 너무 두려워서 말할 용기가 나질 않아 이렇게 노래를 빌려 나의 마음을 너에게 열게 I love you baby I I love you 아주 오래 전부터 I love you baby I I love you 하루 종일 너의 답장을 기다려 혹시라도 말 실수 할까 봐서 썼다 지웠다를 반복해 나의 진심관 달리 말이 헛 나오네 거울을 보며 연습했던 드라마 같은 대사들은 네 앞에 서면 까먹은 채로 허둥대 내 손은 너의 손 앞에서 멈칫해 심장소리가 너에게 들릴 듯이 커지네 yeah 너의 마음이 나와 달라 너를 두 번 다신 못 볼까 봐 그게 너무 두려워서 말할 용기가 나질 않아 이렇게 노래를 빌려 나의 마음을 너에게 열게 I love you baby I I love you 아주 오래 전부터 I love you baby I I love you 내 심장은 DRUM 소리처럼 두근거려 내 품은 너를 꽉 안을 날만 기다려 내 달력은 빨간 표시만을 기다리고 내 고백은 나의 용기만을 기다려 여전히 나는 소심한 바보지만 수많은 밤을 새며 썼던 이 노래가 나의 진심을 전해주길 원해 이어폰 한 쪽을 너의 손에 어때 I love you baby I I love you 아주 오래 전부터 I love you baby I I love you 
20151123	GOT7 (갓세븐)	니가 하면	male	댄스	9	Sam Lewis	블랙아이드 필승	JYP 엔터테인먼트	니가 하면 GOOD 내가 하면 끝 어떻게 매일 내가 틀렸다고 말하는데 이기려고만 하지 눈물이 너의 무기지 않니 처음엔 당당해서 끌렸어 하지만 매일 난 무릎 꿇었어 조금 잘못한 것도 부풀려서 날 절벽으로 밀어 부쳤어 혹시 몰라 그래도 널 사랑하니까 참을 수 있었어 Every day every night feel like a fool You gotta know 넌 내게 왜왜왜 또 화만 내내내 우리 다시 돌아갈 수 있을까 니가 하면 다 맞는 말이 돼 니가 하면 난 이기지 못하는데 갑자기 넌 딴 사람이 돼 좋을 때 더 나를 불안하게 해 내가 하면 넌 내가 하면 뭔 말만하면 넌 매일 헤어져 내가 더 다가가지 못하게 더 사랑하지 못하게 해 니 전공은 했던 얘기 또 하기 옆구리 찔러서 절 받기 이미 정해진 재판 받기 지쳤어 벗어나고 싶어 절박히 너한테는 친구 내겐 바람을 필수 있는 불안한 종자들 일 뿐 또 다른 실수 니가 하면 ok 내가 하면 huh 난 제발 적당히 하기를 바래도 넌 끊지 못하네 자다가 툭 치면 나오는 말 잘할게 할 말 없을 땐 꼭 나 잘게 답답해 누구에게 한탄해 가끔 갇힌 것처럼 착각해 니가 하면 다 맞는 말이 돼 니가 하면 난 이기지 못하는데 갑자기 넌 딴 사람이 돼 좋을 때 더 나를 불안하게 해 내가 하면 넌 내가 하면 뭔 말만하면 넌 매일 헤어져 내가 더 다가가지 못하게 더 사랑하지 못하게 해 Every day every night feel like a fool You gotta know 넌 내게 왜왜왜 또 화만 내내내 우리 다시 돌아갈 수 있을까 니가 하면 다 맞는 말이 돼 니가 하면 난 이기지 못하는데 갑자기 넌 딴 사람이 돼 좋을 때 더 나를 불안하게 해 내가 하면 넌 내가 하면 뭔 말만하면 넌 매일 헤어져 내가 더 다가가지 못하게 더 사랑하지 못하게 해 
20150929	GOT7 (갓세븐)	니가 하면	male	댄스	9	Sam Lewis	블랙아이드 필승	JYP 엔터테인먼트	니가 하면 GOOD 내가 하면 끝 어떻게 매일 내가 틀렸다고 말하는데 이기려고만 하지 눈물이 너의 무기지 않니 처음엔 당당해서 끌렸어 하지만 매일 난 무릎 꿇었어 조금 잘못한 것도 부풀려서 날 절벽으로 밀어 부쳤어 혹시 몰라 그래도 널 사랑하니까 참을 수 있었어 Every day every night feel like a fool You gotta know 넌 내게 왜왜왜 또 화만 내내내 우리 다시 돌아갈 수 있을까 니가 하면 다 맞는 말이 돼 니가 하면 난 이기지 못하는데 갑자기 넌 딴 사람이 돼 좋을 때 더 나를 불안하게 해 내가 하면 넌 내가 하면 뭔 말만하면 넌 매일 헤어져 내가 더 다가가지 못하게 더 사랑하지 못하게 해 니 전공은 했던 얘기 또 하기 옆구리 찔러서 절 받기 이미 정해진 재판 받기 지쳤어 벗어나고 싶어 절박히 너한테는 친구 내겐 바람을 필수 있는 불안한 종자들 일 뿐 또 다른 실수 니가 하면 ok 내가 하면 huh 난 제발 적당히 하기를 바래도 넌 끊지 못하네 자다가 툭 치면 나오는 말 잘할게 할 말 없을 땐 꼭 나 잘게 답답해 누구에게 한탄해 가끔 갇힌 것처럼 착각해 니가 하면 다 맞는 말이 돼 니가 하면 난 이기지 못하는데 갑자기 넌 딴 사람이 돼 좋을 때 더 나를 불안하게 해 내가 하면 넌 내가 하면 뭔 말만하면 넌 매일 헤어져 내가 더 다가가지 못하게 더 사랑하지 못하게 해 Every day every night feel like a fool You gotta know 넌 내게 왜왜왜 또 화만 내내내 우리 다시 돌아갈 수 있을까 니가 하면 다 맞는 말이 돼 니가 하면 난 이기지 못하는데 갑자기 넌 딴 사람이 돼 좋을 때 더 나를 불안하게 해 내가 하면 넌 내가 하면 뭔 말만하면 넌 매일 헤어져 내가 더 다가가지 못하게 더 사랑하지 못하게 해 
20150713	GOT7 (갓세븐)	딱 좋아 (Just right)	male	랩/힙합	20	박진영	Gavin Jones,C Minor,Jay Dmuchowski,Jackie Boyz,Charles `Chizzy` Stephens III,STEVEN BATTEY,CARLOS BATTEY	JYP 엔터테인먼트	거울아 거울아 제발 좀 말해주려무나 저울아 너도 말해주려무나 아무것도 바꿀 필요 없이 예쁘다고 지금 그 모습 그대로 완벽하다고 마냥 행복하면 돼 걱정 없이 부족한 점이 뭔지 찾기 없기 거울 대신 그냥 내 눈 빛을 바라봐 저울 대신 내 등 위에 올라타봐 봐 아무리 널 뜯어봐도 보고 또 보고 또 봐도 니가 말하는 안 예쁜 부분이 어딘지 그게 어딘지 찾을 수가 없어 난 지금처럼 만만만만만 만 있어주면 난난난난난 바랄게 없으니 넌 아무것도 바꾸지 마마마마마 아무 걱정마마마마마마 너의 모든게 다다다다 다 좋으니까 너는 아무것도 바꾸지 마마마마마 이대로 지금 이대로 오 그냥 이대로 오 지금 이대로 오오오 있으면 돼 딱 좋아 너의 모든 게 그러니 네 맘 놓아 아무 걱정하지 마 이 말 백 퍼센트 다 그대로 믿어도 돼 모든 걱정 백 퍼센트 다 지워도 돼 아무리 널 뜯어봐도 보고 또 보고 또 봐도 니가 말하는 안 예쁜 부분이 어딘지 그게 어딘지 찾을 수가 없어 난 지금처럼 만만만만만 만 있어주면 난난난난난 바랄게 없으니 넌 아무것도 바꾸지 마마마마마 아무 걱정마마마마마마 너의 모든게 다다다다 다 좋으니까 너는 아무것도 바꾸지 마마마마마 이대로 지금 이대로 오 그냥 이대로 오 지금 이대로 오오오 있으면 돼 옥에 티도 티가 나야 찾는 거지 원 눈부시게 빛나 빈틈이 없지 넌 내 눈에 얼마나 예쁜지 I want you 지금 이대로 you're the only one 옥에 티도 티가 나야 찾는 거지 원 눈부시게 빛나 빈틈이 없지 넌 내 눈에 얼마나 예쁜지 I want you 지금 이대로 you're the only one 지금처럼 만만만만만 만 있어주면 난난난난난 바랄게 없으니 넌 아무것도 바꾸지 마마마마마 아무 걱정마마마마마마 너의 모든게 다다다다 다 좋으니까 너는 아무것도 바꾸지 마마마마마 
20141118	GOT7 (갓세븐)	하지하지마	male	랩/힙합	25	박진영	홍지상,박진영	JYP 엔터테인먼트	하지마 하지 하지 하지 하지마 니가 그럴 때마다 미칠 것 같아 내 눈을 보며 살짝 웃어주면 달려가서 너를 안아버릴 것만 같아 하지마 하지 하지 하지 하지마 니 손길이 닿으면 미칠 것 같아 말할 때마다 내 팔을 살짝 잡아 돌아서서 꽉 안아 버릴 것만 같아 하지마 겨우 참고 있어 네가 아직은 아니라니까 쇼 윈도우 앞에 달라 붙어 바라보고 있는 아이처럼 괴로워하며 하지마 눈을 감고 있어 네가 너무 예뻐 보일 때마다 너는 내가 얼마나 힘든지 아는지 모르는지 하지마 하지 하지 하지 하지마 니가 그럴 때마다 미칠 것 같아 내 눈을 보며 살짝 웃어주면 달려가서 너를 안아버릴 것만 같아 하지마 하지 하지 하지 하지마 니 손길이 닿으면 미칠 것 같아 말할 때마다 내 팔을 살짝 잡아 돌아서서 꽉 안아 버릴 것만 같아 하지마 You’re driving me crazy 하지마 더 이상 못 참을지 몰라 하지마 Please Stop baby stop it 하지마 제발 하지마 제발 하지마 니가 한번 해봐 이게 할 수 있는 일인지 고문도 이런 고문이 없단 말이지 너는 해본 적이 없으니까 모르지만 인내심의 한계까지 매일 다다르지 안 예쁘면 몰라 그렇게 예쁘게 생겨 갖고 안 웃으면 몰라 생글생글 미소로 날 갖고 놀아 미치겠어 돌아 버리겠어 나 매일 만나는데 차라리 안보면 몰라 하지마 하지 하지 하지 하지마 니가 그럴 때마다 미칠 것 같아 내 눈을 보며 살짝 웃어주면 달려가서 너를 안아버릴 것만 같아 하지마 하지 하지 하지 하지마 니 손길이 닿으면 미칠 것 같아 말할 때마다 내 팔을 살짝 잡아 돌아서서 꽉 안아 버릴 것만 같아 하지마 점점 못 참겠어 너는 나를 친구라고 하면서 내 어깨에 팔을 두르고 내 팔짱을 끼고 걸어 미치겠어 난 하지마 심장은 빨리 뛰고 얼굴은 자꾸 빨개지는데 아무렇지 않은 척 하기 이젠 너무나 힘들어 너는 내 맘을 아니 모르니 남자를 고를 때 원래 이리 시간이 걸리니 이만하면 알잖아 왜 유난히 이러니 내가 너의 이상형과 그렇게 많이 다르니 나 정말로 아주 괜찮은 남자야 I’m a good boy 타석에 한 번만 세워주면 만루 포 너는 나에겐 숭례문보다 소중한 국보 그러니 기회를 줘 그게 내겐 가장 큰 축복 하지마 You’re driving me crazy 하지마 더 이상 못 참을지 몰라 하지마 Please Stop baby stop it 하지마 제발 하지마 제발 하지마 하지 하지 하지 하지마 니가 그럴 때마다 미칠 것 같아 내 눈을 보며 살짝 웃어주면 달려가서 너를 안아버릴 것만 같아 하지마 하지 하지 하지 하지마 니 손길이 닿으면 미칠 것 같아 말할 때마다 내 팔을 살짝 잡아 돌아서서 꽉 안아 버릴 것만 같아 하지마 
20141118	GOT7 (갓세븐)	Girls Girls Girls	male	랩/힙합	19	박진영	홍지상,박진영	JYP 엔터테인먼트	노력하지 않아도 왜 그런지 몰라 나만 보면 자지러져 놀라 내 Look 내 Style 내 Swagger Oh 아무 것도 안 해도 그냥 내가 좋아 쳐다보며 가볍게 다가가 그냥 Hey Girl How're you doing hey Girls Girls Girls they love me 나는 왜 몸이 이러는 거니 Girls Girls Girls they love me 어릴 적부터 계속 쭉 영원히 나는 나타나기만 해도 그냥 바라보기만 해도 그냥 숨쉬기만 해도 Girls Girls Girls they love me 살짝만 웃어도 몸을 살짝만 흔들어도 난 아무것도 안 해도 Girls Girls Girls they love me 좋은 건지 아닌지 아직 잘 몰라 매일 유혹이 너무나도 많아 This Girl That Girl 하루 종일 Oh 맘을 잡고 착하게 한 명만 골라 만나 보려고 해도 나를 놓아 주질 않아 어쩌면 좋아 hey Girls Girls Girls they love me 나는 왜 몸이 이러는 거니 Girls Girls Girls they love me 어릴 적부터 계속 쭉 영원히 나는 나타나기만 해도 그냥 바라보기만 해도 그냥 숨쉬기만 해도 Girls Girls Girls they love me 살짝만 웃어도 몸을 살짝만 흔들어도 난 아무것도 안 해도 Girls Girls Girls they love me Yo Uh 과장하지 말라고 과장이면 좋겠어 제발 노래 가사라고 생각하지 말고 내 말 있는 그대로 믿어줘 꼬아서 듣지 말고 내 얘기 잘 좀 들어줘 이해가 될 지 모르겠지만 난 자석을 먹은 것처럼 주위의 여자를 내 몸이 그냥 혼자서 잡아 당기는 걸 어찌해 오늘 벌써 몇 번째 그랬는지 몰라 식을 줄 모르는 이 놈의 인기를 대체 어째 맞아 나이가 많건 적건 동생이건 누나건 날 잡고 붙잡고 좋다고 같이 놀자고 날 알던 모르던 여자건 뭐 하냐고 잠깐만 좀 얘기하자고 쌍둥이라도 있으면 좋겠어 정말 매트릭스처럼 복제라도 할까 날 내 몸은 하난데 수요는 계속 있으니 Every lady wants a piece of me 나는 나타나기만 해도 그냥 바라보기만 해도 그냥 숨쉬기만 해도 Girls Girls Girls they love me 살짝만 웃어도 몸을 살짝만 흔들어도 난 아무것도 안 해도 Girls Girls Girls they love me 
20141118	GOT7 (갓세븐)	A	male	R&B/Soul	15	박진영	박진영,NODAY	JYP 엔터테인먼트	It's not working So stop fronting I know you want me Let's start talking 에이 다 아는데 왜 자꾸 숨겨 네가 날 좋아하는게 이미 네 얼굴에 쓰여있어 에이 나를 보다 왜 눈을 돌려 다 아는데 에이 에이 날 바라보는 시선이 느껴질 때 돌아보면 언제나 네가 서있어 Hey Girl 고개 돌려 먼 곳을 봐도 놀라지 않은 척 해봐도 나는 알아 왜 네가 내 주위를 맴도는지 에이 다 아는데 왜 자꾸 숨겨 네가 날 좋아하는게 이미 네 얼굴에 쓰여있어 에이 나를 보다 왜 눈을 돌려 다 아는데 에이 에이 날 좋아하는 마음을 모를거라 믿고 있는 네 모습이 귀여워서 So Cute 모른 척 해주고 싶지만 더 이상은 못 참겠어 난 모두 알아 이리 와 봐 더 이상 날 피하지 말고 에이 다 아는데 왜 자꾸 숨겨 네가 날 좋아하는게 이미 네 얼굴에 쓰여있어 에이 나를 보다 왜 눈을 돌려 다 아는데 에이 에이 자 썸을 피하지 말고 나와 함께 썸 타 나를 봐 왜 이렇게 수줍음 타 뭐가 무서워 나도 잘 못하지만 우리 핫 한 커플일 것 같아 오늘부터 우리 1일 해 니 손을 잡고 걸어 다닐래 시간 아까워 자 어떡할래 언제까지 그렇게 계속 도망 다닐래 어 에이 다 아는데 왜 자꾸 숨겨 네가 날 좋아하는게 이미 네 얼굴에 쓰여있어 에이 나를 보다 왜 눈을 돌려 다 아는데 에이 에이 에이 다 아는데 왜 자꾸 숨겨 네가 날 좋아하는게 이미 네 얼굴에 쓰여있어 에이 나를 보다 왜 눈을 돌려 다 아는데 에이 에이 It's not working So stop fronting I know you want me Let's start talking It's not working So stop fronting I know you want me Let's start talking 
20140623	GOT7 (갓세븐)	A	male	댄스	15	박진영	박진영,NODAY	JYP 엔터테인먼트	It's not working So stop fronting I know you want me Let's start talking 에이 다 아는데 왜 자꾸 숨겨 네가 날 좋아하는게 이미 네 얼굴에 쓰여있어 에이 나를 보다 왜 눈을 돌려 다 아는데 에이 에이 날 바라보는 시선이 느껴질 때 돌아보면 언제나 네가 서있어 Hey Girl 고개 돌려 먼 곳을 봐도 놀라지 않은 척 해봐도 나는 알아 왜 네가 내 주위를 왜 맴도는지 에이 다 아는데 왜 자꾸 숨겨 네가 날 좋아하는게 이미 네 얼굴에 쓰여있어 에이 나를 보다 왜 눈을 돌려 다 아는데 에이 에이 날 좋아하는 마음을 모를거라 믿고 있는 네 모습이 귀여워서 So Cute 모른 척 해주고 싶지만 더 이상은 못 참겠어 난 모두 알아 이리 와 봐 더 이상 날 피하지 말고 에이 다 아는데 왜 자꾸 숨겨 네가 날 좋아하는게 이미 네 얼굴에 쓰여있어 에이 나를 보다 왜 눈을 돌려 다 아는데 에이 에이 자 썸을 피하지 말고 나와 함께 썸 타 나를 봐 왜 이렇게 수줍음 타 뭐가 무서워 나도 잘 못하지만 우리 핫 한 커플일 것 같아 오늘부터 우리 1일 해 니 손을 잡고 걸어 다닐래 시간 아까워 자 어떡할래 언제까지 그렇게 계속 도망 다닐래 어 에이 다 아는데 왜 자꾸 숨겨 네가 날 좋아하는게 이미 네 얼굴에 쓰여있어 에이 나를 보다 왜 눈을 돌려 다 아는데 에이 에이 에이 다 아는데 왜 자꾸 숨겨 네가 날 좋아하는게 이미 네 얼굴에 쓰여있어 에이 나를 보다 왜 눈을 돌려 다 아는데 에이 에이 It's not working So stop fronting I know you want me Let's start talking It's not working So stop fronting I know you want me Let's start talking 
20140120	GOT7 (갓세븐)	Girls Girls Girls	male	랩/힙합	19	박진영	홍지상,박진영	JYP 엔터테인먼트	노력하지 않아도 왜 그런지 몰라 나만 보면 자지러져 놀라 내 Look 내 Style 내 Swagger Oh 아무 것도 안 해도 그냥 내가 좋아 쳐다보며 가볍게 다가가 그냥 Hey Girl How're you doing hey Girls Girls Girls they love me 나는 왜 몸이 이러는 거니 Girls Girls Girls they love me 어릴 적부터 계속 쭉 영원히 나는 나타나기만 해도 그냥 바라보기만 해도 그냥 숨쉬기만 해도 Girls Girls Girls they love me 살짝만 웃어도 몸을 살짝만 흔들어도 난 아무것도 안 해도 Girls Girls Girls they love me 좋은 건지 아닌지 아직 잘 몰라 매일 유혹이 너무나도 많아 This Girl That Girl 하루 종일 Oh 맘을 잡고 착하게 한 명만 골라 만나 보려고 해도 나를 놓아 주질 않아 어쩌면 좋아 hey Girls Girls Girls they love me 나는 왜 몸이 이러는 거니 Girls Girls Girls they love me 어릴 적부터 계속 쭉 영원히 나는 나타나기만 해도 그냥 바라보기만 해도 그냥 숨쉬기만 해도 Girls Girls Girls they love me 살짝만 웃어도 몸을 살짝만 흔들어도 난 아무것도 안 해도 Girls Girls Girls they love me Yo Uh 과장하지 말라고 과장이면 좋겠어 제발 노래가사라고 생각하지 말고 내 말 있는 그대로 믿어줘 꼬아서 듣지 말고 내 얘기 잘 좀 들어줘 이해가 될 지 모르겠지만 난 자석을 먹은 것처럼 주위의 여자를 내 몸이 그냥 혼자서 잡아 당기는 걸 어찌해 오늘 벌써 몇 번째 그랬는지 몰라 식을 줄 모르는 이놈의 인기를 대체 어째 맞아 나이가 많건 적건 동생이건 누나건 날 잡고 붙잡고 좋다고 같이 놀자고 날 알던 모르던 여자건 뭐 하냐고 잠깐만 좀 얘기하자고 쌍둥이라도 있으면 좋겠어 정말 매트릭스처럼 복제라도 할까 날 내 몸은 하난데 수요는 계속 있으니 Every lady wants a piece of me 나는 나타나기만 해도 그냥 바라보기만 해도 그냥 숨쉬기만 해도 Girls Girls Girls they love me 살짝만 웃어도 몸을 살짝만 흔들어도 난 아무것도 안 해도 Girls Girls Girls they love me 
